BE,AB,DE,,,,,,,
BE,BDE,ABE,,,,,,,
BE,AB,AE,ABCDE,,,,,,
BE,B,E,ABE,ABCDE,DE,,,,
BE,ABE,,,,,,,,
BE,B,E,AB,CE,ABCD,BCE,BDE,CD,CDE
BE,B,E,ABCE,ABC,,,,,
AE,BE,ABE,,,,,,,
BCE,ABDE,,,,,,,,
AB,CE,BE,,,,,,,
BE,ABE,BCE,BDE,ABC,BCD,,,,
BE,ABE,BCE,BDE,,,,,,
BE,BC,CE,,,,,,,
BE,ACD,B,E,,,,,,
BE,BCE,,,,,,,,
