H.orderedAnd() non-recursive "[('BE', 0.05013192612137154), ('ABC', 0.053473559472671045), ('CDE', 0.05713785893388159), ('ADE', 0.05782281383566128), ('ABCDE', 0.37951640568804457), ('BCDE', 0.7149220734336521), ('BDE', 0.8521719707891555), ('BE', 0.9419602758293174), ('E', 0.9442945495102922)]"
H.orderedAndOr() non-recursive "[('BE', 0.023720349563046094), ('ABC', 0.048037258815702324), ('CDE', 0.056616232903284214), ('ADE', 0.05778568821951677), ('ABCDE', 0.3779227746603444), ('BCDE', 0.7092878330203871), ('BDE', 0.8441840397636979), ('BE', 0.9322292988683143), ('E', 0.9385131305891714)]"
H.unorderedAnd() recursive "[('BE', 0.22352941176470556), ('ABC', 0.4729366337999036), ('CDE', 0.9473875559956573), ('ADE', 0.9998465555068002), ('ABCDE', 0.999999978685274), ('BCDE', 0.9999999999999996), ('BDE', 1.0), ('BE', 1.0), ('E', 1.0)]"
H.unorderedAndOr() recursive "[('BE', 0.03747534516765286), ('ABC', 0.23695028845821672), ('CDE', 0.897785520959863), ('ADE', 0.9997003815358386), ('ABCDE', 0.9999999574292658), ('BCDE', 0.9999999999999991), ('BDE', 1.0), ('BE', 1.0), ('E', 1.0)]"
H.orderedAnd() recursive "[('BE', 0.050131926121372156), ('ABC', 0.3414306336801196), ('CDE', 0.9453670457276137), ('ADE', 0.9998465382012474), ('ABCDE', 0.999999978685274), ('BCDE', 0.9999999999999996), ('BDE', 1.0), ('BE', 1.0), ('E', 1.0)]"
H.orderedAndOr() recursive "[('BE', 0.023720349563046143), ('ABC', 0.19862160831668205), ('CDE', 0.8959708436837978), ('ADE', 0.9997003642353354), ('ABCDE', 0.9999999574292658), ('BCDE', 0.9999999999999991), ('BDE', 1.0), ('BE', 1.0), ('E', 1.0)]"
H.unorderedAnd() non-recursive "[('BE', 0.2235294117647057), ('ABE', 0.3051563820794588), ('BCE', 0.3305701479589379), ('BC', 0.48251846640872276), ('BE', 0.48693192645262096), ('ABCDE', 0.4869319264526202), ('CD', 0.4869370973613034), ('B', 0.4990538309617467), ('BE', 0.49929503026985117)]"
H.unorderedAndOr() non-recursive "[('BE', 0.03747534516765286), ('ABE', 0.039311771752150705), ('BCE', 0.03978376748043871), ('BC', 0.16444891989738444), ('BE', 0.16517676642851092), ('ABCDE', 0.16517676642851054), ('CD', 0.29751668808436815), ('B', 0.31946651225542416), ('BE', 0.31956760110504684)]"
H.orderedAnd() non-recursive "[('BE', 0.05013192612137154), ('ABE', 0.24441435341909368), ('BCE', 0.32595162286746804), ('BC', 0.47274105727480725), ('BE', 0.4863976172969959), ('ABCDE', 0.4869037756540953), ('CD', 0.4869089459649066), ('B', 0.49902426116224213), ('BE', 0.49929347237243393)]"
H.orderedAndOr() non-recursive "[('BE', 0.023720349563046094), ('ABE', 0.03809222327740834), ('BCE', 0.03971604101887084), ('BC', 0.16329785967669092), ('BE', 0.1651152389604108), ('ABCDE', 0.16517352699755447), ('CD', 0.2975061784732585), ('B', 0.3194543947413413), ('BE', 0.3195669629145388)]"
H.unorderedAnd() recursive "[('BE', 0.22352941176470556), ('ABE', 0.3317212361561151), ('BCE', 0.333333141906526), ('BC', 0.48717948717933224), ('BE', 0.49930843706777317), ('ABCDE', 0.49999808166726134), ('CD', 0.4999999999852799), ('B', 0.5), ('BE', 0.5)]"
H.unorderedAndOr() recursive "[('BE', 0.03747534516765286), ('ABE', 0.039963177244469274), ('BCE', 0.03999997200853166), ('BC', 0.16521739130415644), ('BE', 0.19780821917808203), ('ABCDE', 0.199993861500096), ('CD', 0.3220338982755176), ('B', 0.3327188940092166), ('BE', 0.33333162815085754)]"
H.orderedAnd() recursive "[('BE', 0.050131926121372156), ('ABE', 0.32707071670402194), ('BCE', 0.33333310536143096), ('BC', 0.4871794871793322), ('BE', 0.4993084370677731), ('ABCDE', 0.49999808166726134), ('CD', 0.4999999999852799), ('B', 0.5), ('BE', 0.5)]"
H.orderedAndOr() recursive "[('BE', 0.023720349563046143), ('ABE', 0.03989483908868298), ('BCE', 0.03999997148228228), ('BC', 0.16521739130415644), ('BE', 0.19780821917808203), ('ABCDE', 0.199993861500096), ('CD', 0.3220338982755176), ('B', 0.3327188940092166), ('BE', 0.33333162815085754)]"
H.unorderedAnd() non-recursive "[('BE', 0.2235294117647057), ('ACD', 0.242444593687038), ('ABE', 0.31139056612339394), ('AB', 0.4521721932889441), ('AC', 0.45225692938224615), ('ABCDE', 0.45225692938224676)]"
H.unorderedAndOr() non-recursive "[('BE', 0.03747534516765286), ('ACD', 0.1602308033732799), ('ABE', 0.18778918548939094), ('AB', 0.4044460168642015), ('AC', 0.4292141344478585), ('ABCDE', 0.4292141344478588)]"
H.orderedAnd() non-recursive "[('BE', 0.05013192612137154), ('ACD', 0.05102473498233251), ('ABE', 0.24839749393401508), ('AB', 0.3304745844374811), ('AC', 0.33051984448034316), ('ABCDE', 0.44365652968752517)]"
H.orderedAndOr() non-recursive "[('BE', 0.023720349563046094), ('ACD', 0.046051792320449446), ('ABE', 0.16287905772838662), ('AB', 0.3042359724994501), ('AC', 0.31804149247976604), ('ABCDE', 0.42146028789216206)]"
H.unorderedAnd() recursive "[('BE', 0.22352941176470556), ('ACD', 0.32688366773102046), ('ABE', 0.3333299647508512), ('AB', 0.48717948715010523), ('AC', 0.49930843706777317), ('ABCDE', 0.49999808166726134)]"
H.unorderedAndOr() recursive "[('BE', 0.03747534516765286), ('ACD', 0.19360939396505472), ('ABE', 0.24641453741352015), ('AB', 0.4749931659837922), ('AC', 0.4986187845140915), ('ABCDE', 0.49999616334924263)]"
H.orderedAnd() recursive "[('BE', 0.050131926121372156), ('ACD', 0.25815800368850517), ('ABE', 0.3333167727445527), ('AB', 0.48717948713872605), ('AC', 0.4993084370677731), ('ABCDE', 0.49999808166726134)]"
H.orderedAndOr() recursive "[('BE', 0.023720349563046143), ('ACD', 0.16723965571891813), ('ABE', 0.2464073280110515), ('AB', 0.4749931659729765), ('AC', 0.4986187845140915), ('ABCDE', 0.49999616334924263)]"
H.unorderedAnd() non-recursive "[('ABCD', 0.059561128526645774), ('ACDE', 0.11284776492653954), ('BE', 0.660726326943454), ('ABCDE', 0.6607263269434538)]"
H.unorderedAndOr() non-recursive "[('ABCD', 0.05507246376811594), ('ACDE', 0.111937984496124), ('BE', 0.6349162269739886), ('ABCDE', 0.6349162269739892)]"
H.orderedAnd() non-recursive "[('ABCD', 0.003217612193056737), ('ACDE', 0.0033018393348760106), ('BE', 0.0588679569154182), ('ABCDE', 0.42957349533413003)]"
H.orderedAndOr() non-recursive "[('ABCD', 0.003203506997133678), ('ACDE', 0.0033010543256613576), ('BE', 0.0586555153629736), ('ABCDE', 0.4185124168649657)]"
H.unorderedAnd() recursive "[('ABCD', 0.059561128526645774), ('ACDE', 0.11842400593932906), ('BE', 0.7287449506024893), ('ABCDE', 0.9809707334698307)]"
H.unorderedAndOr() recursive "[('ABCD', 0.055072463768115976), ('ACDE', 0.11837086892743118), ('BE', 0.7287446998829306), ('ABCDE', 0.9809707334698226)]"
H.orderedAnd() recursive "[('ABCD', 0.0032176121930567177), ('ACDE', 0.0033063946607920698), ('BE', 0.059361602491307626), ('ABCDE', 0.941387522942781)]"
H.orderedAndOr() recursive "[('ABCD', 0.003203506997133707), ('ACDE', 0.0033063532211034083), ('BE', 0.05936160082770888), ('ABCDE', 0.9413875229427608)]"
