Teacher2 Simple_depth3 non-recursive dependent simplicity_prior "[(('BE',), [0.03473326491450434, 10]), (('ABE',), [0.059137421261406961, 25]), (('A',), [0.020925198349986771, 21]), (('ABDE',), [0.035699518183795839, 29])]"
Teacher2 Simple_depth4 non-recursive dependent simplicity_prior "[(('BE',), [0.24085414239794328, 4]), (('ABE',), [0.058708522528516063, 25]), (('A',), [0.021083907259450609, 21]), (('ABDE',), [0.035345073826659454, 29])]"
Teacher2 Simple_depth5 non-recursive dependent simplicity_prior "[(('BE',), [0.034366212543583741, 10]), (('ABE',), [0.019550604262087955, 25]), (('A',), [0.021148312673762396, 21]), (('ABDE',), [0.035338036222288496, 29])]"
Teacher2 Complex_depth2 recursive independent uniform_prior "[(('BE',), [0.033965076993422542, 3]), (('ABE',), [0.031114986153105696, 11]), (('A',), [0.24042466017947287, 23]), (('ABDE',), [0.24042466017947287, 23])]"
Teacher2 unorderedAnd recursive independent uniform_prior "[(('BE',), [0.1547287893022479, 1]), (('ABE',), [0.16653126868719809, 2]), (('A',), [0.11541879335526548, 26]), (('ABDE',), [0.062224955722413412, 5])]"
Teacher2 Simple_depth2 recursive independent uniform_prior "[(('BE',), [0.036548019806344791, 10]), (('ABE',), [0.11550188018040784, 12]), (('A',), [0.15282357690856727, 25]), (('ABDE',), [0.050941192302855764, 23])]"
Teacher2 Simple_depth3 recursive independent uniform_prior "[(('BE',), [0.034741613516739087, 3]), (('ABE',), [0.093204228648515949, 11]), (('A',), [0.23097514309959363, 23]), (('ABDE',), [0.23097514309959363, 23])]"
Teacher2 Simple_depth4 recursive independent uniform_prior "[(('BE',), [0.03410665674436273, 7]), (('ABE',), [0.031575521618121119, 11]), (('A',), [0.14872317620096689, 26]), (('ABDE',), [0.089233905720580139, 23])]"
Teacher2 Simple_depth5 recursive independent uniform_prior "[(('BE',), [0.034015786487891983, 10]), (('ABE',), [0.094944086912416792, 11]), (('A',), [0.089712632866768754, 26]), (('ABDE',), [0.05980842191117914, 29])]"
Teacher2 Complex_depth2 recursive dependent uniform_prior "[(('BE',), [0.033965076993422542, 3]), (('ABE',), [0.081162400216447772, 25]), (('A',), [0.027488984801426235, 21]), (('ABDE',), [0.080873275057509519, 28])]"
